,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
924,2023,SE,FT,Machine Learning Engineer,163800,US,0,US,M
925,2023,SE,FT,Data Science Manager,245100,US,0,US,M
926,2022,SE,FT,Applied Scientist,230000,US,100,US,M
927,2022,SE,FT,Data Engineer,175000,US,100,US,M
928,2023,SE,FT,Machine Learning Engineer,288000,US,100,US,M
929,2023,SE,FT,Data Engineer,116000,US,0,US,M
930,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
931,2023,SE,FT,Data Engineer,167500,US,0,US,M
932,2023,SE,FT,Data Engineer,291500,US,0,US,M
933,2022,SE,FT,Data Scientist,160000,US,0,US,L
934,2023,MI,FT,Data Analyst,120000,US,0,US,M
935,2023,SE,FT,Machine Learning Scientist,170000,US,0,US,M
936,2022,MI,FT,Data Analyst,115500,US,100,US,M
937,2022,SE,FT,Data Engineer,100000,US,0,US,M
938,2023,MI,FT,Data Engineer,120000,US,0,US,M
939,2022,MI,CT,NLP Engineer,60000,IN,100,US,S
940,2022,SE,FT,Data Engineer,172200,US,0,US,M
941,2022,SE,FT,Data Analyst,127000,US,100,US,M
942,2023,SE,FT,Data Engineer,180000,US,0,US,M
943,2023,EN,FT,Data Engineer,62000,US,100,US,M
944,2022,MI,FT,Data Analyst,100000,US,0,US,M
945,2022,MI,FT,Data Analyst,105000,US,0,US,M
946,2022,EN,FT,Data Scientist,51081,CA,100,CA,L
947,2023,SE,FT,Azure Data Engineer,100000,NL,50,NL,L
948,2022,SE,FT,Machine Learning Engineer,195400,US,100,US,L
949,2023,SE,FT,Data Engineer,109400,US,0,US,M
950,2023,SE,FT,Data Engineer,165000,US,0,US,M
951,2023,SE,FT,Data Scientist,136000,US,100,US,M
952,2022,MI,FT,Data Engineer,160000,US,100,US,M
953,2023,EN,FT,Data Scientist,190000,US,0,US,M
954,2022,MI,FT,Data Scientist,100000,US,100,US,M
955,2023,SE,FT,Data Scientist,140000,US,0,US,M
956,2023,SE,FT,Machine Learning Engineer,145000,US,0,US,M
957,2023,SE,FT,Data Scientist,201450,US,100,US,M
958,2022,SE,FT,Data Analyst,95000,US,0,US,M
959,2023,SE,FT,Data Scientist,262000,US,100,US,M
960,2023,MI,FT,Data Engineer,127599,GB,0,GB,M
961,2023,SE,FT,Data Scientist,148750,US,0,US,M
962,2022,SE,FT,Data Engineer,188700,US,100,US,M
963,2022,MI,FT,Data Analyst,65000,CA,0,CA,M
964,2023,SE,FT,Data Scientist,183000,US,100,US,M
965,2022,SE,FT,Data Analyst,117000,US,100,US,M
966,2021,EN,FT,BI Data Analyst,9272,KE,100,KE,S
967,2020,SE,FT,Big Data Engineer,114047,PL,100,GB,S
968,2023,SE,FT,Data Engineer,133300,US,0,US,M
969,2023,SE,FT,Data Engineer,130000,US,100,US,M
970,2023,MI,FT,Data Engineer,90000,US,0,US,M
971,2022,SE,FT,Data Scientist,159000,US,0,US,L
972,2022,SE,FT,Analytics Engineer,103432,GB,0,GB,M
973,2021,SE,FT,Data Science Manager,174000,US,100,US,L
974,2023,SE,FT,Data Engineer,81500,US,0,US,M
975,2023,SE,FT,Data Scientist,154600,US,100,US,M
976,2022,MI,FT,Deep Learning Engineer,86193,GB,100,GB,M
977,2023,SE,FT,Data Analyst,55800,ES,100,ES,M
978,2023,MI,FT,Data Analyst,120000,US,100,US,M
979,2022,SE,FT,Data Engineer,300000,US,0,US,M
980,2022,SE,FT,Data Scientist,141525,US,100,US,M
981,2022,MI,FT,Data Scientist,102100,US,0,US,M
982,2022,SE,FT,Data Analyst,136600,US,100,US,M
983,2023,SE,FT,Data Analyst,80000,US,100,US,M
984,2023,SE,FT,Data Quality Analyst,64980,US,0,US,M
985,2022,SE,FT,Data Architect,149040,US,100,US,M
986,2023,SE,FT,Data Architect,113000,US,0,US,M
987,2022,SE,FT,Data Engineer,142127,US,100,US,M
988,2023,SE,FT,Data Analyst,95000,US,0,US,M
989,2022,SE,FT,Applied Scientist,205000,US,100,US,M
990,2023,SE,FT,Data Science Manager,120000,US,0,US,M
991,2022,SE,FT,Data Engineer,175000,US,100,US,M
992,2023,MI,FT,Machine Learning Engineer,148500,US,0,US,M
993,2022,SE,FT,Data Analyst,155000,US,100,US,M
994,2022,SE,FT,Data Engineer,125000,US,100,US,M
995,2022,SE,FT,Data Engineer,150000,US,100,US,M
996,2023,MI,FT,Data Engineer,95000,US,0,US,M
997,2022,EN,FT,BI Data Analyst,57000,US,100,US,L
998,2022,SE,FT,Applied Scientist,184000,US,100,US,M
999,2023,MI,FT,Data Scientist,90000,US,0,US,M
1000,2021,SE,FT,Machine Learning Engineer,82744,BE,50,BE,M
1001,2023,SE,FT,Data Engineer,160000,US,100,US,M
1002,2022,MI,FT,Data Scientist,10000,TR,0,TR,M
1003,2022,SE,FT,Data Scientist,215000,US,0,US,L
1004,2022,SE,FT,Data Analyst,69000,US,100,US,M
1005,2023,MI,FT,Data Science Consultant,90000,US,0,US,M
1006,2022,SE,FT,Data Engineer,180000,US,100,US,M
1007,2022,MI,FT,Principal Data Analyst,75000,CA,100,CA,S
1008,2022,SE,FT,Data Scientist,140000,US,100,US,M
1009,2022,SE,FT,Data Engineer,250000,US,0,US,M
1010,2022,SE,FT,Data Analyst,132000,US,0,US,M
1011,2022,SE,FT,Data Scientist,185100,US,100,US,M
1012,2022,SE,FT,Data Engineer,160000,US,0,US,M
1013,2022,SE,FT,Data Scientist,136994,US,100,US,M
1014,2022,MI,FT,Data Scientist,86193,GB,0,GB,M
1015,2022,SE,FT,Data Engineer,100000,US,0,US,M
1016,2023,SE,FT,Data Analyst,74178,US,0,US,M
1017,2023,SE,FT,Data Engineer,252000,US,0,US,M
1018,2020,MI,FT,Data Engineer,112872,GB,50,GB,L
1019,2022,EX,FT,Head of Data Science,167875,US,100,US,M
1020,2023,SE,FT,Data Architect,120000,US,0,US,M
1021,2023,SE,FT,Data Engineer,139500,US,0,US,M
1022,2022,SE,FT,Data Scientist,119300,US,0,US,L
1023,2022,SE,FT,Data Architect,131300,US,100,US,L
1024,2022,SE,FT,Data Architect,235000,US,100,US,M
1025,2023,SE,FT,Data Engineer,210000,US,100,US,M
1026,2023,SE,FT,Data Scientist,82365,US,0,US,M
1027,2023,SE,FT,Data Engineer,160000,US,100,US,M
1028,2023,MI,FT,Data Scientist,40000,FR,50,FR,L
1029,2022,EN,FT,Data Analyst,7799,BR,100,BR,L
1030,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1031,2022,SE,FT,Machine Learning Engineer,220000,US,100,US,M
1032,2023,SE,FT,Computer Vision Engineer,170000,US,0,US,M
1033,2022,MI,FT,Data Manager,134000,US,0,US,M
1034,2023,EX,FT,Data Scientist,185000,US,0,US,M
1035,2023,SE,FT,Data Engineer,170000,US,100,US,M
1036,2022,MI,FT,Data Engineer,115000,US,0,US,M
1037,2020,SE,FT,Lead Data Engineer,125000,NZ,50,NZ,S
1038,2020,MI,FT,Machine Learning Infrastructure Engineer,50180,PT,0,PT,M
1039,2023,MI,FT,Data Scientist,59020,ES,0,ES,M
1040,2022,SE,FT,Data Engineer,175000,US,0,US,M
1041,2023,SE,FT,Data Engineer,167580,US,0,US,M
1042,2022,MI,FT,Data Scientist,160000,US,0,US,M
1043,2022,MI,FT,Data Analyst,112000,US,100,US,M
1044,2023,MI,FT,Data Analyst,100000,US,0,US,M
1045,2022,SE,FT,Data Scientist,220000,US,0,US,M
1046,2023,EN,FT,Data Scientist,120000,US,0,US,M
1047,2023,SE,FT,Machine Learning Engineer,134500,US,0,US,L
1048,2022,SE,FT,Data Engineer,175100,US,100,US,M
1049,2023,SE,FT,Analytics Engineer,150000,US,0,US,M
1050,2023,EN,FT,Data Analyst,75000,US,100,US,M
1051,2023,EX,FT,Data Scientist,200000,US,0,US,M
1052,2022,SE,FT,Data Analyst,70000,US,0,US,M
1053,2021,SE,FT,Head of Data,102839,SI,100,SI,L
1054,2023,SE,FT,Data Engineer,213580,US,100,US,M
1055,2022,EN,FT,Data Scientist,40000,JP,100,MY,L
1056,2022,MI,FT,Data Analyst,150000,US,0,US,M
1057,2023,SE,FT,Data Engineer,185000,US,0,US,M
1058,2023,MI,FT,Machine Learning Engineer,180000,US,100,US,M
1059,2023,SE,FT,Data Engineer,145000,US,0,US,M
1060,2022,EX,FT,Head of Data Science,224000,US,100,US,M
1061,2022,EX,FT,Research Scientist,84053,NL,0,NL,L
1062,2023,SE,FT,Data Scientist,210000,US,0,US,M
1063,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1064,2022,MI,FT,Data Scientist,172386,GB,0,GB,M
1065,2022,MI,FT,Business Data Analyst,18314,IN,50,IN,L
1066,2023,SE,FT,Data Engineer,65000,US,0,US,M
1067,2023,SE,FT,Data Engineer,150000,US,100,US,M
1068,2023,SE,FT,Data Scientist,235000,US,100,US,M
1069,2023,SE,FT,Data Scientist,275300,US,100,US,M
1070,2023,SE,FT,Data Analyst,112000,US,100,US,M
1071,2023,EN,FT,Data Engineer,92700,US,100,US,M
1072,2023,SE,FT,Data Scientist,162500,US,0,US,M
1073,2023,SE,FT,Data Analyst,85000,US,0,US,M
1074,2022,EX,FT,Data Engineer,242000,US,100,US,M
1075,2022,SE,FT,Data Scientist,205000,US,0,US,M
1076,2022,SE,FT,Data Scientist,106800,US,100,US,M
1077,2023,SE,FT,Research Engineer,203000,US,0,US,M
1078,2022,SE,FT,Data Engineer,154600,US,0,US,L
1079,2022,SE,FT,Data Scientist,185900,US,0,US,M
1080,2022,SE,FT,Data Scientist,243900,US,100,US,M
1081,2023,SE,FT,Machine Learning Engineer,90700,US,0,US,M
1082,2021,SE,FT,Data Analytics Engineer,79197,DE,100,DE,L
1083,2023,EX,FT,Data Engineer,286000,US,100,US,M
1084,2022,MI,FT,Data Analyst,60000,US,100,US,M
1085,2023,MI,FT,Data Science Lead,60761,GB,0,GB,M
1086,2021,MI,FT,Data Engineer,112000,US,100,US,L
1087,2022,MI,FT,Data Engineer,135446,GB,0,GB,M
1088,2023,SE,FT,Data Engineer,150000,US,0,US,M
1089,2023,MI,FT,Data Engineer,100000,US,100,US,M
1090,2022,SE,FT,Analytics Engineer,116250,US,100,US,M
1091,2023,SE,FT,Data Analyst,110600,US,0,US,M
1092,2022,SE,FT,Data Analyst,117000,US,100,US,M
1093,2023,SE,FT,Research Engineer,174000,DE,0,DE,M
1094,2023,SE,FT,Research Scientist,180000,US,0,US,M
1095,2023,SE,FT,Data Engineer,162500,US,100,US,M
1096,2022,SE,FT,Data Analyst,81666,US,100,US,M
1097,2023,SE,FT,Data Engineer,168400,US,0,US,M
1098,2023,EN,FT,Research Engineer,125000,US,0,US,M
1099,2022,MI,FT,Data Scientist,120000,US,100,US,M
1100,2023,SE,FT,Data Engineer,130000,US,100,US,M
1101,2023,SE,FT,Data Engineer,185000,US,0,US,M
1102,2023,SE,FT,Data Engineer,225000,US,100,US,M
1103,2023,SE,FT,Data Analyst,149500,US,100,US,M
1104,2023,SE,FT,Data Scientist,129300,US,0,US,M
1105,2021,SE,FT,Data Scientist,20171,TR,50,TR,L
1106,2022,MI,FT,Data Science Consultant,70186,GB,0,GB,M
1107,2021,SE,FT,Marketing Data Analyst,88654,GR,100,DK,L
1108,2023,SE,FT,Data Engineer,259000,US,100,US,M
1109,2023,SE,FT,Machine Learning Engineer,172200,US,0,US,M
1110,2023,SE,FT,Data Scientist,185900,US,0,US,M
1111,2022,SE,FT,Data Scientist,180000,US,100,US,L
1112,2023,SE,FT,Data Scientist,183000,US,0,US,M
1113,2022,MI,FT,Data Analyst,65000,US,100,US,M
1114,2022,EX,FT,Analytics Engineer,200000,US,100,US,M
1115,2022,SE,FT,Data Scientist,120000,US,100,US,M
1116,2022,SE,FT,Data Scientist,180000,US,0,US,L
1117,2023,SE,FT,Data Scientist,130000,US,100,US,M
1118,2021,MI,FL,Data Engineer,20000,IT,0,US,L
1119,2023,SE,FT,Data Engineer,162000,US,0,US,M
1120,2023,SE,FT,Data Engineer,119000,US,0,US,M
1121,2023,SE,FT,Data Scientist,120000,US,0,US,M
1122,2021,MI,FT,Big Data Engineer,22611,IN,0,IN,L
1123,2023,SE,FT,Data Engineer,200000,US,0,US,M
1124,2023,SE,FT,Machine Learning Engineer,163800,US,0,US,M
1125,2020,MI,FT,Lead Data Scientist,115000,AE,0,AE,L
1126,2023,SE,FT,Data Analyst,153600,US,0,US,M
1127,2022,SE,FT,Data Engineer,144000,US,100,US,M
1128,2022,SE,FT,Data Analyst,89200,US,100,US,M
1129,2023,MI,FT,Data Engineer,125000,US,0,US,M
1130,2022,SE,FT,Data Analyst,81666,US,100,US,M
1131,2023,MI,FT,Data Engineer,162500,US,0,US,M
1132,2023,SE,FT,Data Scientist,191765,US,0,US,M
1133,2023,MI,FT,Data Scientist,128750,US,0,US,M
1134,2022,MI,FT,BI Data Analyst,53368,AU,100,AU,M
1135,2023,SE,FT,Data Science Manager,138750,US,100,US,M
1136,2023,SE,FT,Data Scientist,175000,US,0,US,M
1137,2022,SE,FT,Data Scientist,191475,US,100,US,M
1138,2023,SE,FT,Applied Scientist,350000,US,0,US,L
1139,2021,SE,FT,Data Analytics Manager,120000,US,0,US,L
1140,2023,SE,FT,Applied Scientist,260000,US,0,US,L
1141,2021,SE,FT,Machine Learning Scientist,120000,US,50,US,S
1142,2023,SE,FT,Data Architect,170000,US,100,US,M
1143,2023,SE,FT,Data Architect,125000,US,100,US,M
1144,2023,SE,FT,Data Architect,174500,US,0,US,M
1145,2023,SE,FT,Data Engineer,221000,US,0,US,M
1146,2023,SE,FT,Data Scientist,158677,US,100,US,M
1147,2023,MI,FT,Data Engineer,95000,ES,100,ES,M
1148,2022,MI,FT,Data Scientist,118208,GB,0,GB,M
1149,2023,SE,FT,Data Engineer,107000,US,100,US,M
1150,2023,SE,FT,Data Analyst,153600,US,0,US,M
1151,2022,SE,FT,Data Engineer,300000,US,0,US,M
1152,2022,MI,FT,Data Science Manager,159000,US,100,US,M
1153,2021,MI,FT,ML Engineer,77364,JP,50,JP,S
1154,2023,SE,FT,Data Science Lead,156400,US,0,US,M
1155,2023,SE,FT,Data Analyst,80000,US,100,US,M
1156,2023,MI,FT,Data Engineer,250000,US,0,US,M
1157,2023,SE,FT,Data Scientist,140000,US,100,US,M
1158,2023,MI,FT,Data Engineer,130000,US,0,US,M
1159,2021,EN,FT,Data Scientist,100000,US,0,US,S
1160,2023,SE,FT,Research Scientist,200000,US,0,US,M
1161,2023,SE,FT,Data Analyst,90000,US,100,US,M
1162,2023,SE,FT,Data Scientist,190000,CA,0,CA,M
1163,2022,SE,FT,Data Analyst,81666,US,100,US,M
1164,2023,SE,FT,Data Architect,250500,US,0,US,M
1165,2022,MI,FT,Data Engineer,84053,ES,100,ES,M
1166,2022,MI,FT,ML Engineer,180000,US,100,US,M
1167,2023,MI,FT,Research Scientist,195895,GB,0,GB,M
1168,2022,EX,FT,Data Engineer,200000,US,100,US,M
1169,2022,SE,FT,Data Engineer,193000,ES,100,US,M
1170,2022,SE,FT,Data Scientist,110000,US,100,US,M
1171,2023,MI,FT,Applied Data Scientist,80000,KE,100,KE,S
1172,2023,SE,FT,Data Engineer,101228,GB,0,GB,M
1173,2022,SE,FT,Data Analyst,123648,US,0,US,M
1174,2022,SE,FT,Data Architect,192564,US,100,US,M
1175,2022,SE,FT,ETL Developer,146200,US,100,US,M
1176,2023,SE,FT,Data Engineer,113750,US,0,US,M
1177,2023,SE,FT,Data Scientist,185000,GB,0,GB,M
1178,2023,SE,FT,Data Scientist,200000,US,100,US,M
1179,2023,MI,FT,Data Analyst,90000,US,0,US,M
1180,2022,SE,FT,Data Engineer,95000,US,0,US,M
1181,2023,SE,FT,Applied Scientist,260000,US,0,US,L
1182,2022,SE,FT,Data Analyst,119000,US,0,US,M
1183,2022,MI,FT,Data Scientist,200000,US,100,US,M
1184,2023,SE,FT,Data Engineer,160000,US,0,US,M
1185,2023,SE,FT,Machine Learning Engineer,241000,US,0,US,M
1186,2021,MI,FT,Data Scientist,115000,US,50,US,L
1187,2022,MI,FT,Data Manager,98000,US,0,US,M
1188,2023,SE,FT,Data Scientist,123900,US,100,US,M
1189,2023,SE,FT,Data Engineer,150000,US,100,US,M
1190,2021,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M
1191,2022,SE,FT,Data Scientist,191475,US,100,US,M
1192,2023,MI,FT,Data Engineer,162500,US,0,US,M
1193,2023,SE,FT,Machine Learning Engineer,261500,US,0,US,L
1194,2022,SE,FT,Data Analyst,80000,US,0,US,M
1195,2023,MI,FT,Data Scientist,105000,US,0,US,M
1196,2023,SE,FT,Data Analyst,106800,US,0,US,M
1197,2022,SE,FT,Data Engineer,73546,ES,0,ES,M
1198,2023,SE,FT,Data Engineer,193500,US,100,US,M
1199,2023,SE,FT,Data Analyst,145000,US,100,US,M
1200,2023,SE,FT,Data Architect,115000,US,100,US,M
1201,2022,SE,FT,Data Architect,102100,US,0,US,M
1202,2020,MI,FT,Data Engineer,74130,AT,50,AT,L
1203,2023,SE,FT,Data Analyst,250000,US,100,US,M
1204,2022,SE,FT,Data Engineer,110000,US,100,US,M
1205,2022,SE,FT,Data Engineer,129300,US,0,US,M
1206,2022,SE,FT,Data Analyst,81666,US,100,US,M
1207,2023,SE,FT,Data Quality Analyst,80000,US,0,US,M
1208,2022,EX,FT,Analytics Engineer,210000,US,100,US,M
1209,2023,SE,FT,Data Scientist,143100,CA,0,CA,M
1210,2021,MI,FT,Data Engineer,75050,AU,50,AU,L
1211,2021,SE,FT,Data Analyst,200000,US,100,US,L
1212,2022,SE,FT,Data Engineer,162000,US,100,US,M
1213,2022,SE,FT,Data Scientist,140000,US,100,US,M
1214,2022,SE,FT,Data Scientist,55000,US,100,US,S
1215,2021,EN,FT,Marketing Data Engineer,66970,SG,50,SG,L
1216,2020,SE,FT,Data Engineer,188000,US,100,US,L
1217,2023,SE,FT,Data Engineer,180000,US,0,US,M
1218,2022,MI,FT,Data Analyst,75000,CA,0,CA,M
1219,2023,MI,FT,Machine Learning Engineer,250000,US,0,US,M
1220,2023,SE,FT,Data Engineer,132300,US,0,US,M
1221,2022,MI,FT,Data Engineer,80036,GB,100,GB,M
1222,2023,SE,FT,Research Scientist,145000,US,0,US,M
1223,2023,SE,FT,Data Scientist,120000,US,0,US,M
1224,2021,SE,FT,Big Data Architect,99703,CA,50,CA,M
1225,2023,SE,FT,Data Engineer,165000,US,100,US,M
1226,2023,SE,FT,Data Architect,174500,US,0,US,M
1227,2023,EX,FT,Data Analytics Manager,155000,US,0,US,M
1228,2021,EN,FT,Data Engineer,45390,GB,50,GB,L
1229,2022,SE,FT,Machine Learning Engineer,116100,CA,100,CA,M
1230,2022,SE,FT,Machine Learning Software Engineer,375000,US,100,US,M
1231,2022,SE,FT,ETL Developer,250000,US,0,US,M
1232,2022,MI,FT,Data Analyst,100000,CA,0,CA,M
1233,2023,MI,FT,Data Scientist,187500,US,0,US,M
1234,2021,SE,FT,Data Analytics Engineer,50000,VN,100,GB,M
1235,2022,SE,FT,Data Analyst,169000,US,0,US,M
1236,2022,SE,FT,Data Engineer,229998,US,0,US,L
1237,2021,MI,FT,Big Data Engineer,60000,ES,50,RO,M
1238,2023,SE,FT,Data Analyst,121700,US,0,US,M
1239,2023,SE,FT,Data Scientist,135000,US,0,US,M
1240,2022,SE,FT,Data Scientist,136620,US,100,US,M
1241,2022,SE,FT,Data Scientist Lead,183000,US,100,US,L
1242,2022,SE,FT,Machine Learning Engineer,193900,US,0,US,M
1243,2022,SE,FT,Data Scientist,136000,US,100,US,M
1244,2023,EN,FT,Data Analyst,75000,US,100,US,M
1245,2021,EN,PT,Data Analyst,10354,ES,50,ES,M
1246,2020,MI,FT,Data Scientist,45760,PH,100,US,S
1247,2023,SE,FT,Machine Learning Engineer,172200,US,0,US,M
1248,2023,SE,FT,Data Engineer,80000,US,0,US,M
1249,2021,SE,FT,Data Engineer,76833,RO,50,GB,S
1250,2023,MI,FT,Machine Learning Scientist,200000,US,0,US,S
1251,2022,SE,FT,Data Engineer,63000,US,100,US,M
1252,2020,MI,FT,Data Engineer,70139,FR,50,FR,L
1253,2023,SE,FT,Data Engineer,139500,US,0,US,M
1254,2021,EN,FT,Machine Learning Engineer,20000,IN,100,IN,S
1255,2021,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S
1256,2022,SE,FT,BI Developer,140000,US,100,US,M
1257,2023,MI,FT,Machine Learning Engineer,48609,GB,100,GB,M
1258,2023,SE,FT,Data Analyst,148700,US,0,US,M
1259,2023,EN,FT,Data Analyst,85000,US,100,US,M
1260,2022,SE,FT,Data Engineer,200000,US,100,US,M
1261,2023,SE,FT,Data Analyst,165000,US,100,US,M
1262,2020,MI,FT,BI Data Analyst,98000,US,0,US,M
1263,2022,SE,FT,Data Analyst,90320,US,100,US,M
1264,2023,SE,FT,Data Analyst,120250,US,100,US,M
1265,2022,SE,FT,Machine Learning Engineer,164000,US,100,US,M
1266,2023,MI,FT,Data Engineer,75116,SI,100,SI,M
1267,2022,EN,FT,BI Analyst,76000,US,50,US,L
1268,2022,SE,FT,Data Scientist,129300,US,0,US,M
1269,2023,SE,FT,Data Analyst,80000,US,0,US,M
1270,2023,SE,FT,Analytics Engineer,289800,US,0,US,M
1271,2022,MI,FT,Data Engineer,260000,US,0,US,M
1272,2022,MI,FT,Data Operations Engineer,60000,US,100,US,M
1273,2023,SE,FT,Data Science Consultant,128000,US,0,US,M
1274,2023,MI,FT,Research Scientist,125000,US,100,US,M
1275,2023,SE,FT,Data Analyst,104300,US,0,US,L
1276,2022,SE,FT,Data Scientist,230000,US,100,US,M
1277,2021,MI,FT,Data Analyst,135000,US,100,US,L
1278,2022,SE,FT,Data Engineer,164000,US,0,US,M
1279,2022,SE,FT,Data Analyst,170000,US,100,US,M
1280,2023,SE,FT,Data Manager,169000,US,0,US,M
1281,2023,SE,FT,Data Manager,105200,US,0,US,M
1282,2022,SE,FT,Data Scientist,191475,US,100,US,M
1283,2022,SE,FT,Data Architect,113900,US,100,US,M
1284,2023,SE,FT,BI Developer,110000,US,100,US,M
1285,2023,EN,FT,Research Engineer,160000,US,0,US,M
1286,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
1287,2022,MI,FT,Data Engineer,84053,ES,100,ES,M
1288,2023,SE,FT,Data Analyst,112000,US,100,US,M
1289,2023,SE,FT,Data Engineer,129000,US,0,US,M
1290,2022,SE,FT,Machine Learning Engineer,100000,US,100,US,M
1291,2022,MI,FT,Data Operations Engineer,100000,US,100,US,M
1292,2022,SE,FT,Principal Data Architect,38154,IN,100,IN,L
1293,2023,SE,FT,Data Analyst,155000,US,0,US,M
1294,2021,EN,FT,Applied Data Scientist,110037,GB,0,GB,L
1295,2023,SE,FT,Research Scientist,120000,US,0,US,M
1296,2022,SE,FT,Applied Scientist,205000,US,100,US,M
1297,2023,SE,FT,Data Analyst,121904,US,0,US,M
1298,2022,EN,FT,Data Engineer,160000,US,0,US,M
1299,2021,SE,FT,Director of Data Science,168000,JP,0,JP,S
1300,2023,EN,FT,Data Analyst,70000,US,100,US,M
1301,2023,SE,FT,Data Engineer,75000,US,100,US,M
1302,2023,SE,FT,Machine Learning Engineer,184000,US,0,US,M
1303,2022,MI,FT,Data Scientist,135000,US,100,US,L
1304,2023,SE,FT,Data Architect,113000,US,0,US,M
1305,2022,MI,FT,Data Engineer,80036,GB,100,GB,M
1306,2022,SE,FT,Data Scientist,130000,US,100,US,M
1307,2022,SE,FT,Data Scientist,191475,US,100,US,M
1308,2022,MI,FT,Machine Learning Engineer,230000,US,0,US,M
1309,2023,MI,FT,Research Scientist,340000,US,100,US,M
1310,2023,SE,FT,Data Scientist,132000,US,100,US,M
1311,2022,SE,FT,Data Analyst,201000,US,100,US,M
1312,2022,SE,FT,Data Engineer,154000,US,100,US,M
1313,2022,SE,FT,Data Architect,81500,US,0,US,M
1314,2023,SE,FT,Data Architect,114000,US,100,US,M
1315,2023,SE,FT,Analytics Engineer,140000,US,0,US,M
1316,2022,SE,FT,Data Engineer,97000,US,100,US,M
1317,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
1318,2022,SE,FT,Data Analyst,115934,US,100,US,M
1319,2021,SE,FT,Data Engineer,150000,US,100,US,L
1320,2022,SE,FT,Data Analyst,110600,US,0,US,M
1321,2020,MI,FT,Data Scientist,118000,US,100,US,M
1322,2023,MI,FT,Insight Analyst,51039,GB,0,GB,M
1323,2022,SE,FT,Data Engineer,73546,PT,0,PT,M
1324,2023,SE,FT,Data Analyst,160000,US,100,US,M
1325,2022,MI,FT,Data Scientist,120000,US,0,US,M
1326,2021,SE,FT,Data Engineer,115000,US,100,US,S
1327,2023,EX,FT,Data Engineer,145000,US,0,US,M
1328,2022,SE,FT,Data Scientist,141525,US,100,US,M
1329,2022,SE,FT,Data Scientist,150000,US,0,US,M
1330,2023,SE,FT,Data Engineer,144000,US,100,US,M
1331,2022,SE,FT,Machine Learning Scientist,144000,US,0,US,M
1332,2022,SE,FT,Data Engineer,185900,US,0,US,M
1333,2023,SE,FT,Applied Scientist,309400,US,0,US,L
1334,2021,EN,FT,Data Analyst,42028,AU,50,AU,L
1335,2022,SE,FT,Data Engineer,160000,US,100,US,M
1336,2023,SE,FT,Data Analyst,135000,US,0,US,M
1337,2022,MI,FT,Data Engineer,90000,US,100,US,M
1338,2022,SE,FT,Data Engineer,129300,US,0,US,M
1339,2023,SE,FT,Data Engineer,69751,PT,0,PT,M
1340,2023,SE,FT,Data Scientist,175000,US,100,US,M
1341,2022,SE,FT,Data Engineer,120000,US,0,US,M
1342,2023,MI,FT,Data Engineer,120000,US,0,US,M
1343,2022,SE,FT,Data Analyst,130000,CA,100,CA,M
1344,2023,SE,FT,Data Engineer,63000,US,100,US,M
1345,2022,SE,FT,ML Engineer,183000,US,100,US,M
1346,2022,SE,FT,Data Analyst,55000,US,100,US,M
1347,2022,SE,FT,Analytics Engineer,231250,US,100,US,M
1348,2023,SE,FT,Analytics Engineer,106000,US,0,US,M
1349,2022,SE,FT,Data Engineer,85000,US,100,US,M
1350,2023,SE,FT,NLP Engineer,235000,US,0,US,M
1351,2023,SE,FT,Data Analyst,120000,US,100,US,M
1352,2023,SE,FT,Data Engineer,160000,US,100,US,M
1353,2023,SE,FT,Data Manager,65000,CO,0,CO,M
1354,2022,MI,FT,Machine Learning Engineer,20984,IN,50,IN,L
1355,2022,SE,FT,Data Engineer,115000,US,0,US,M
1356,2022,SE,FT,Data Engineer,105200,US,0,US,M
1357,2022,SE,FT,Data Analyst,124190,US,100,US,M
1358,2022,SE,FT,Data Scientist,138938,US,0,US,M
1359,2023,SE,FT,Data Scientist,237000,US,0,US,M
1360,2023,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1361,2023,SE,FT,Director of Data Science,125686,CA,50,CA,M
1362,2023,EX,FT,Data Engineer,310000,US,100,US,M
1363,2023,SE,FT,Data Scientist,160000,US,0,US,M
1364,2022,EX,FT,AI Scientist,200000,US,100,US,S
1365,2023,SE,FT,Data Scientist,145000,US,100,US,M
1366,2023,EN,FT,Big Data Engineer,130000,SE,100,SE,S
1367,2022,SE,FT,Data Scientist,177500,US,100,US,M
1368,2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1369,2023,SE,FT,Research Scientist,215000,US,0,US,M
1370,2022,SE,FT,Data Scientist,191475,US,100,US,M
1371,2023,SE,FT,Data Engineer,240500,US,0,US,L
1372,2022,SE,FT,Data Architect,135000,US,100,US,M
1373,2023,SE,FT,Data Analyst,122000,US,0,US,M
1374,2023,EN,FT,Data Engineer,85000,US,0,US,M
1375,2022,MI,FT,Machine Learning Engineer,83864,AU,100,AU,L
1376,2023,EN,FT,Research Scientist,100000,US,0,US,M
